Date;Hour;P;Test
15/01/2016;4;131,4;0,4
15/01/2016;5;150,6;0,725
15/01/2016;6;284,9;0,375
15/01/2016;7;378,6;0,375
15/01/2016;8;519,4;0,4
15/01/2016;9;578,9;2,85
15/01/2016;10;585,5;6,35
15/01/2016;11;589,8;7,7
15/01/2016;12;591,5;10,325
15/01/2016;13;621,5;10,975
15/01/2016;14;568,6;10,425
15/01/2016;15;528;9,825
15/01/2016;16;460,9;8,75
15/01/2016;17;459,4;7,825
15/01/2016;18;390,2;7,2
15/01/2016;19;284,1;6,8
15/01/2016;20;209,8;6,6
15/01/2016;21;188,8;6,75
15/01/2016;22;170,2;6,875
15/01/2016;23;148,9;6,4
16/01/2016;0;137,7;5,95
16/01/2016;1;138,5;5,15
16/01/2016;2;136,6;4,4
16/01/2016;3;140,7;4,3
16/01/2016;4;144,1;5,275
16/01/2016;5;159,9;3,825
16/01/2016;6;193,5;2,875
16/01/2016;7;254,6;2,4
16/01/2016;8;270,7;1,925
16/01/2016;9;269,4;4,25
16/01/2016;10;261,9;6,8
16/01/2016;11;259,9;7,875
16/01/2016;12;256,3;9,525
16/01/2016;13;230,5;10,175
16/01/2016;14;186,2;10,375
16/01/2016;15;161,5;10,225
16/01/2016;16;132,8;9,575
16/01/2016;17;132,9;8,85
16/01/2016;18;146;8,15
16/01/2016;19;144;7,775
16/01/2016;20;143;7,3
16/01/2016;21;142;7,075
16/01/2016;22;141,1;6,525
16/01/2016;23;140,2;6,425
17/01/2016;0;141,2;6,35
17/01/2016;1;138,8;6,45
17/01/2016;2;135,7;6,075
17/01/2016;3;140,2;6,175
17/01/2016;4;138,7;5,125
17/01/2016;5;144,1;3,95
17/01/2016;6;141,9;2,525
17/01/2016;7;104,7;3,55
17/01/2016;8;100;3,4
17/01/2016;9;100;5,35
17/01/2016;10;100;7,375
17/01/2016;11;100;8,3
17/01/2016;12;100;8,625
17/01/2016;13;109,9;8,2
17/01/2016;14;102,2;8,325
17/01/2016;15;100,3;8,825
17/01/2016;16;105,2;8,575
17/01/2016;17;111,2;7,625
17/01/2016;18;121,5;6,75
17/01/2016;19;118,3;5,9
17/01/2016;20;118,3;5,575
17/01/2016;21;120,4;5,05
17/01/2016;22;117,5;4,925
17/01/2016;23;116,8;4,175
18/01/2016;0;117,1;3,575
18/01/2016;1;113,1;3
18/01/2016;2;111,5;2,7
18/01/2016;3;110,8;2,55
18/01/2016;4;119,2;1,575
18/01/2016;5;179,7;0,975
18/01/2016;6;317,1;0,6
18/01/2016;7;377,5;0,45
18/01/2016;8;489,2;-0,775
18/01/2016;9;545,3;-0,25
18/01/2016;10;545,6;1,3
18/01/2016;11;580;3,125
18/01/2016;12;608,2;4,625
18/01/2016;13;634,2;4,25
18/01/2016;14;619,9;3,525
18/01/2016;15;559,7;3,475
18/01/2016;16;515;3,35
18/01/2016;17;483,1;3,1
18/01/2016;18;443,1;2,8
18/01/2016;19;309,1;2,55
18/01/2016;20;226;2,5
18/01/2016;21;182,5;2,55
18/01/2016;22;162,8;2,4
18/01/2016;23;144,9;1,975
19/01/2016;0;140,7;1,875
19/01/2016;1;147,2;1,5
19/01/2016;2;162,9;0,675
19/01/2016;3;162,3;0,375
19/01/2016;4;153,4;0,125
19/01/2016;5;165,4;0,2
19/01/2016;6;286,4;0,2
19/01/2016;7;382,5;-0,275
19/01/2016;8;484;-0,125
19/01/2016;9;554,7;0,05
19/01/2016;10;569,3;0,35
19/01/2016;11;557,6;0,875
19/01/2016;12;567,2;2,875
19/01/2016;13;589,9;4,3
19/01/2016;14;589,1;4,675
19/01/2016;15;515,3;4,475
19/01/2016;16;452,2;4,15
19/01/2016;17;442,6;3,575
19/01/2016;18;419;3,125
19/01/2016;19;324,6;2,775
19/01/2016;20;229,7;2,575
19/01/2016;21;187,7;1,5
19/01/2016;22;170,2;1,475
19/01/2016;23;148,9;1,2
20/01/2016;0;137,6;0,4
20/01/2016;1;160,4;0,125
20/01/2016;2;157,4;-0,25
20/01/2016;3;158,8;-0,75
20/01/2016;4;148,3;-0,925
20/01/2016;5;168,8;-1,125
20/01/2016;6;294,3;-1,3
20/01/2016;7;379,1;-1,2
20/01/2016;8;491,5;-0,9
20/01/2016;9;549,9;-0,375
20/01/2016;10;555;0,375
20/01/2016;11;579;1,575
20/01/2016;12;615,7;3,45
20/01/2016;13;638,1;4,875
20/01/2016;14;613,6;5,55
20/01/2016;15;521,8;6,1
20/01/2016;16;473,8;5,3
20/01/2016;17;460,4;4,425
20/01/2016;18;437,5;3,875
20/01/2016;19;301,9;3,575
20/01/2016;20;223,5;3,175
20/01/2016;21;195,5;1,875
20/01/2016;22;174,9;1,6
20/01/2016;23;150,5;1,5
21/01/2016;0;141,6;1,4
21/01/2016;1;160,3;0,75
21/01/2016;2;164,5;0,45
21/01/2016;3;164,1;-0,2
21/01/2016;4;153,7;0,15
21/01/2016;5;176,5;-0,525
21/01/2016;6;303;-0,525
21/01/2016;7;386,3;-1,475
21/01/2016;8;484,3;-1,95
21/01/2016;9;507;-0,925
21/01/2016;10;533;0,675
21/01/2016;11;572,8;2,95
21/01/2016;12;596,7;5,375
21/01/2016;13;609,1;5,675
21/01/2016;14;557;5,925
21/01/2016;15;509;6
21/01/2016;16;457,3;5,425
21/01/2016;17;446,6;4,3
21/01/2016;18;420,5;3,225
21/01/2016;19;306,9;2,425
21/01/2016;20;220,9;2,2
21/01/2016;21;199,6;2,15
21/01/2016;22;174,5;1,75
21/01/2016;23;147,3;1,25
22/01/2016;0;135,9;0,8
22/01/2016;1;154,1;0,925
22/01/2016;2;164,4;1,225
22/01/2016;3;164,3;0,325
22/01/2016;4;151,5;0,575
22/01/2016;5;176,1;0,225
22/01/2016;6;292,6;-0,225
22/01/2016;7;375,9;-0,925
22/01/2016;8;482,4;-1,1
22/01/2016;9;536,1;-0,25
22/01/2016;10;556,7;1,225
22/01/2016;11;564,7;3,675
22/01/2016;12;562,6;5,5
22/01/2016;13;575,1;6,525
22/01/2016;14;558,9;7,175
22/01/2016;15;521,6;6,975
22/01/2016;16;458,8;6,1
22/01/2016;17;446,9;5,375
22/01/2016;18;398,8;4,8
22/01/2016;19;285,2;4,65
22/01/2016;20;215,1;4,175
22/01/2016;21;186,5;4,025
22/01/2016;22;167,8;4,2
22/01/2016;23;171,9;4,2
23/01/2016;0;164,2;3,525
23/01/2016;1;162,1;3,375
23/01/2016;2;163,9;2,85
23/01/2016;3;169,6;2,675
23/01/2016;4;162,2;2,4
23/01/2016;5;159,9;2
23/01/2016;6;199,1;1,325
23/01/2016;7;261,5;1,3
23/01/2016;8;274,5;1,3
23/01/2016;9;266,7;1,825
23/01/2016;10;265,3;2,525
23/01/2016;11;266;4
23/01/2016;12;261,6;6,025
23/01/2016;13;232,3;6,675
23/01/2016;14;189,4;7,7
23/01/2016;15;177;7,925
23/01/2016;16;156,3;8,175
23/01/2016;17;143,1;7,325
23/01/2016;18;158,3;6,375
23/01/2016;19;173,5;5,725
23/01/2016;20;182;5,3
23/01/2016;21;177,7;4,975
23/01/2016;22;174,8;4,775
23/01/2016;23;168,5;4,725
24/01/2016;0;166,8;4,35
24/01/2016;1;176,3;2,15
24/01/2016;2;176,6;2,1
24/01/2016;3;177,8;1,05
24/01/2016;4;179;0,325
24/01/2016;5;179,8;0,075
24/01/2016;6;180,4;-0,3
24/01/2016;7;180;-0,225
24/01/2016;8;156,1;0,55
24/01/2016;9;149,1;1,275
24/01/2016;10;142,4;3,25
24/01/2016;11;142;6,55
24/01/2016;12;145,2;8,025
24/01/2016;13;150,5;8,575
24/01/2016;14;147,3;9,525
24/01/2016;15;145,7;10,275
24/01/2016;16;144;10,675
24/01/2016;17;157,8;9,575
24/01/2016;18;182,8;8,6
24/01/2016;19;183,2;8
24/01/2016;20;182,6;7,25
24/01/2016;21;182,3;6,675
24/01/2016;22;179,7;5,8
24/01/2016;23;179,2;5,275
25/01/2016;0;176,6;4,6
25/01/2016;1;176,8;4,125
25/01/2016;2;177,8;4
25/01/2016;3;175,8;2,85
25/01/2016;4;153,2;2,475
25/01/2016;5;202,4;2,525
25/01/2016;6;320,3;2,3
25/01/2016;7;378;1,95
25/01/2016;8;485,8;1,35
25/01/2016;9;555;2,925
25/01/2016;10;573,2;5,675
25/01/2016;11;572,2;8,325
25/01/2016;12;595,1;10,375
25/01/2016;13;614,4;11,625
25/01/2016;14;574,3;12,625
25/01/2016;15;526,5;13,775
25/01/2016;16;457,3;13,8
25/01/2016;17;459,5;12,675
25/01/2016;18;439,2;11,75
25/01/2016;19;324;10,45
25/01/2016;20;253,3;9,325
25/01/2016;21;200,7;7,95
25/01/2016;22;162,2;7,425
25/01/2016;23;141,8;7,275
26/01/2016;0;135,2;7,075
26/01/2016;1;158,8;6,6
26/01/2016;2;158,7;5,95
26/01/2016;3;161,5;5,325
26/01/2016;4;165,4;5,175
26/01/2016;5;196,4;3,925
26/01/2016;6;305,4;3,6
26/01/2016;7;410,4;3,825
26/01/2016;8;509;3,275
26/01/2016;9;523,7;4,625
26/01/2016;10;556,1;7,225
26/01/2016;11;546,6;7,775
26/01/2016;12;574,5;10,65
26/01/2016;13;605,4;12,425
26/01/2016;14;603,4;14
26/01/2016;15;534,2;14,8
26/01/2016;16;473,8;13,775
26/01/2016;17;472,9;13,15
26/01/2016;18;433,9;12,35
26/01/2016;19;317;11,475
26/01/2016;20;228,1;11
26/01/2016;21;189,2;9,8
26/01/2016;22;165,7;9,3
26/01/2016;23;147,5;8,9
27/01/2016;0;140,7;8,5
27/01/2016;1;161,8;7,65
27/01/2016;2;163,7;7,175
27/01/2016;3;163,8;6,625
27/01/2016;4;170,5;6,375
27/01/2016;5;185,7;5,675
27/01/2016;6;303,6;5,3
27/01/2016;7;390,6;4,925
27/01/2016;8;504,8;5,325
27/01/2016;9;527,3;6,075
27/01/2016;10;555,8;7,35
27/01/2016;11;575,4;9,675
27/01/2016;12;593,6;11,925
27/01/2016;13;589,3;13,125
27/01/2016;14;566,7;13,55
27/01/2016;15;522,2;13,7
27/01/2016;16;461,9;13,1
27/01/2016;17;449,1;12,25
27/01/2016;18;422,5;11,425
27/01/2016;19;296,6;11,025
27/01/2016;20;226,5;10,7
27/01/2016;21;187;10,725
27/01/2016;22;163,1;10,45
27/01/2016;23;147,3;10,075
28/01/2016;0;143,4;9,825
28/01/2016;1;166,1;9,725
28/01/2016;2;164,5;8,4
28/01/2016;3;166;8,125
28/01/2016;4;168,7;7,7
28/01/2016;5;184,7;7,65
28/01/2016;6;302,2;7,975
28/01/2016;7;415,9;7,95
28/01/2016;8;493,4;8,025
28/01/2016;9;528,8;8,725
28/01/2016;10;536,5;9,925
28/01/2016;11;549,3;11,1
28/01/2016;12;582,3;13,025
28/01/2016;13;585,7;13,125
28/01/2016;14;572,1;13,6
28/01/2016;15;518,9;13,725
28/01/2016;16;474,4;13,05
28/01/2016;17;454,3;12,575
28/01/2016;18;430,5;12,25
28/01/2016;19;320,3;11,925
28/01/2016;20;227,7;11,375
28/01/2016;21;185,4;10,55
28/01/2016;22;154,2;10
28/01/2016;23;131,2;10
29/01/2016;0;140,5;10,075
29/01/2016;1;164,5;9,2
29/01/2016;2;161,1;8,575
29/01/2016;3;162,2;7,8
29/01/2016;4;166,5;7,525
29/01/2016;5;186,3;7,725
29/01/2016;6;299,6;7,575
29/01/2016;7;388,3;7,475
29/01/2016;8;492,7;7,125
29/01/2016;9;526;7,95
29/01/2016;10;557,4;8,375
29/01/2016;11;565,1;10,125
29/01/2016;12;590,2;12,075
29/01/2016;13;602,5;12,9
29/01/2016;14;579,4;13,75
29/01/2016;15;522,2;14,125
29/01/2016;16;454,7;14,25
29/01/2016;17;423,3;13,375
29/01/2016;18;383,7;12,575
29/01/2016;19;269,3;12,05
29/01/2016;20;204,2;10,675
29/01/2016;21;191,8;10,075
29/01/2016;22;185,1;9,5
29/01/2016;23;170,8;8,675
30/01/2016;0;165,8;7,625
30/01/2016;1;160,1;7,35
30/01/2016;2;161;6,925
30/01/2016;3;163,4;6,15
30/01/2016;4;168,1;5,925
30/01/2016;5;181,3;6,325
30/01/2016;6;187,1;6,95
30/01/2016;7;246;7,625
30/01/2016;8;284,8;7,9
30/01/2016;9;293,7;7,775
30/01/2016;10;292,8;8,225
30/01/2016;11;292,2;8,95
30/01/2016;12;277,4;11,375
30/01/2016;13;237,7;12,725
30/01/2016;14;186,9;13,575
30/01/2016;15;152,6;13,125
30/01/2016;16;128,6;12,25
30/01/2016;17;129;11,6
30/01/2016;18;158,5;10,825
30/01/2016;19;174,2;10,275
30/01/2016;20;171,3;8,75
30/01/2016;21;168,5;7,75
30/01/2016;22;168,8;7,175
30/01/2016;23;166,4;6,625
31/01/2016;0;167,3;6,35
31/01/2016;1;167,5;6,275
31/01/2016;2;169,1;6,075
31/01/2016;3;168;6,075
31/01/2016;4;171,5;5,775
31/01/2016;5;169,9;5,45
31/01/2016;6;172,3;5,575
31/01/2016;7;171,9;5,525
31/01/2016;8;151,1;5,125
31/01/2016;9;138,1;5,575
31/01/2016;10;140,4;6,825
31/01/2016;11;135,3;9,075
31/01/2016;12;141,1;11,3
31/01/2016;13;140,1;12,675
31/01/2016;14;135,7;13,85
31/01/2016;15;136,3;14,175
31/01/2016;16;140,5;12,475
31/01/2016;17;145,4;10,9
31/01/2016;18;171,6;10,025
31/01/2016;19;173,1;9,55
31/01/2016;20;169,9;9,175
31/01/2016;21;171,7;8,625
31/01/2016;22;172,5;8,525
31/01/2016;23;170,7;8,475
01/02/2016;0;169,2;7,925
01/02/2016;1;168,1;7,85
01/02/2016;2;167,6;7,475
01/02/2016;3;168,4;6,475
01/02/2016;4;171,8;6,05
01/02/2016;5;193;6,125
01/02/2016;6;269,7;5,8
01/02/2016;7;366;4,425
01/02/2016;8;480,7;3,325
01/02/2016;9;551,5;4,15
01/02/2016;10;543,9;5,975
01/02/2016;11;540,9;7,65
01/02/2016;12;569,5;9,6
01/02/2016;13;587,7;11,35
01/02/2016;14;542,4;13,225
01/02/2016;15;501,7;14,025
01/02/2016;16;435,6;14,3
01/02/2016;17;419,3;13,575
01/02/2016;18;421,1;12
01/02/2016;19;293,8;11,525
01/02/2016;20;223,9;11,225
01/02/2016;21;197,9;9,225
01/02/2016;22;166,2;7,225
01/02/2016;23;147,5;6,625
02/02/2016;0;146,7;6,2
02/02/2016;1;164;6,125
02/02/2016;2;165,4;6,25
02/02/2016;3;163,6;6,4
02/02/2016;4;169,8;6,525
02/02/2016;5;189,1;6,55
02/02/2016;6;261,6;6,4
02/02/2016;7;372,9;6,35
02/02/2016;8;488,7;6,35
02/02/2016;9;535,3;6,575
02/02/2016;10;557,3;6,95
02/02/2016;11;554,6;7,2
02/02/2016;12;601;7,725
02/02/2016;13;622,5;8,325
02/02/2016;14;579,9;9,125
02/02/2016;15;528,9;9,65
02/02/2016;16;458,1;9,35
02/02/2016;17;437,3;8,8
02/02/2016;18;416,5;8,95
02/02/2016;19;296,7;8,85
02/02/2016;20;225,1;9,1
02/02/2016;21;202;9,475
02/02/2016;22;166,2;9,725
02/02/2016;23;148,4;9,275
03/02/2016;0;140,2;8,35
03/02/2016;1;158,7;8,375
03/02/2016;2;166;8,525
03/02/2016;3;166,4;8,35
03/02/2016;4;168,8;8,6
03/02/2016;5;186,2;8,375
03/02/2016;6;282,8;8,35
03/02/2016;7;351,7;8,325
03/02/2016;8;479,2;8,75
03/02/2016;9;527,2;9,35
03/02/2016;10;558,9;9,575
03/02/2016;11;553,3;10
03/02/2016;12;590,4;10,95
03/02/2016;13;602,2;9,9
03/02/2016;14;572,7;10,575
03/02/2016;15;510,9;12,175
03/02/2016;16;436,7;13,275
03/02/2016;17;409,1;12,525
03/02/2016;18;408,6;11,85
03/02/2016;19;286,4;11,125
03/02/2016;20;217,4;10,925
03/02/2016;21;193,8;10,725
03/02/2016;22;162,5;10,3
03/02/2016;23;148,9;9,9
04/02/2016;0;146,5;9,475
04/02/2016;1;161,7;9,7
04/02/2016;2;163,3;9,85
04/02/2016;3;166,3;8,675
04/02/2016;4;166;8
04/02/2016;5;189,7;8
04/02/2016;6;267,6;6,425
04/02/2016;7;359,4;5,7
04/02/2016;8;446,4;5,725
04/02/2016;9;488;7,05
04/02/2016;10;508;6,6
04/02/2016;11;511,7;8,875
04/02/2016;12;543,5;10,825
04/02/2016;13;565,6;12,225
04/02/2016;14;576,9;13,125
04/02/2016;15;492,3;14,2
04/02/2016;16;447,1;14,025
04/02/2016;17;411,8;13,475
04/02/2016;18;409,4;12,1
04/02/2016;19;307,3;11,2
04/02/2016;20;221,6;9,425
04/02/2016;21;197,2;8,5
04/02/2016;22;170,1;8,3
04/02/2016;23;151,7;8
05/02/2016;0;149,2;7,95
05/02/2016;1;170,8;7,075
05/02/2016;2;167,3;5,05
05/02/2016;3;170,5;4,925
05/02/2016;4;171,1;4,925
05/02/2016;5;189,2;5,1
05/02/2016;6;264,6;4,55
05/02/2016;7;367,4;4,85
05/02/2016;8;460,1;5,55
05/02/2016;9;505;7,05
05/02/2016;10;549,1;8,85
05/02/2016;11;525,5;11,35
05/02/2016;12;538,6;13,775
05/02/2016;13;566,6;13,35
05/02/2016;14;519,8;13,275
05/02/2016;15;467,6;13,85
05/02/2016;16;404,9;13,875
05/02/2016;17;407,5;12,825
05/02/2016;18;383,1;11,025
05/02/2016;19;279,7;9,875
05/02/2016;20;221,8;8,525
05/02/2016;21;197,9;7,725
05/02/2016;22;193;7,175
05/02/2016;23;183,8;7,025
06/02/2016;0;178,7;6,825
06/02/2016;1;180,2;6,8
06/02/2016;2;182,9;6,3
06/02/2016;3;180,2;5,9
06/02/2016;4;185,2;5,975
06/02/2016;5;194,7;5,65
06/02/2016;6;205,7;5,175
06/02/2016;7;258,7;4,85
06/02/2016;8;272;4,575
06/02/2016;9;267,2;5
06/02/2016;10;262;5,8
06/02/2016;11;255,3;6,8
06/02/2016;12;250,9;7,3
06/02/2016;13;220,5;8,1
06/02/2016;14;164,6;8,175
06/02/2016;15;145,9;8,15
06/02/2016;16;133,1;8,075
06/02/2016;17;126,7;7,975
06/02/2016;18;157,3;8,025
06/02/2016;19;183,8;7,775
06/02/2016;20;182,8;7,25
06/02/2016;21;179,1;7,125
06/02/2016;22;174,3;6,85
06/02/2016;23;168,8;6,3
07/02/2016;0;165;5,55
07/02/2016;1;160,9;5,6
07/02/2016;2;169,2;5,25
07/02/2016;3;175;5,05
07/02/2016;4;170,4;4,95
07/02/2016;5;179,6;5,05
07/02/2016;6;175;4,9
07/02/2016;7;177,3;4,825
07/02/2016;8;138,2;5
07/02/2016;9;129,7;4,625
07/02/2016;10;133,4;4,575
07/02/2016;11;145,5;4,575
07/02/2016;12;146;4,475
07/02/2016;13;141,7;4,825
07/02/2016;14;136,2;5,175
07/02/2016;15;133,7;5,45
07/02/2016;16;139,1;5,35
07/02/2016;17;144,2;5,35
07/02/2016;18;179,9;5,25
07/02/2016;19;185,3;5,125
07/02/2016;20;182;5,225
07/02/2016;21;177,8;4,925
07/02/2016;22;180,6;5,025
07/02/2016;23;177,5;5,15
08/02/2016;0;172,8;4,9
08/02/2016;1;176;4,775
08/02/2016;2;175,9;4,2
08/02/2016;3;174,8;3,7
08/02/2016;4;162;3,45
08/02/2016;5;200,4;3,4
08/02/2016;6;325,2;2,7
08/02/2016;7;389,2;1,85
08/02/2016;8;462,5;2,1
08/02/2016;9;470,1;3,35
08/02/2016;10;504,2;5,325
08/02/2016;11;529,2;6,85
08/02/2016;12;536,1;8,2
08/02/2016;13;550,4;10,175
08/02/2016;14;537,8;11,7
08/02/2016;15;479,4;12,25
08/02/2016;16;423,9;10,875
08/02/2016;17;409,1;10,25
08/02/2016;18;407,4;9,725
08/02/2016;19;292,8;9,175
08/02/2016;20;216,9;8,7
08/02/2016;21;196,9;8,075
08/02/2016;22;164,2;7,225
08/02/2016;23;145;6,525
09/02/2016;0;143,4;6,125
09/02/2016;1;152,9;5,875
09/02/2016;2;164,4;5,5
09/02/2016;3;167;5,3
09/02/2016;4;169;4,95
09/02/2016;5;180,8;5,25
09/02/2016;6;286;5,35
09/02/2016;7;370,6;5,375
09/02/2016;8;487,7;5,75
09/02/2016;9;548,8;6,4
09/02/2016;10;567,4;6,7
09/02/2016;11;573,8;7,275
09/02/2016;12;594;7,65
09/02/2016;13;638,5;7,775
09/02/2016;14;638,9;7,475
09/02/2016;15;559,3;7,55
09/02/2016;16;503;7,175
09/02/2016;17;459;7,125
09/02/2016;18;423,1;7,375
09/02/2016;19;296,7;7,425
09/02/2016;20;219,3;7,325
09/02/2016;21;188,8;7,4
09/02/2016;22;167,9;7,325
09/02/2016;23;150,4;6,6
10/02/2016;0;140,4;5,875
10/02/2016;1;144;9,55
10/02/2016;2;162;10,35
10/02/2016;3;162;9,7
10/02/2016;4;166,7;8,9
10/02/2016;5;183,7;8,7
10/02/2016;6;293,6;8,1
10/02/2016;7;413,9;7,75
10/02/2016;8;480,5;8,025
10/02/2016;9;503,3;8,7
10/02/2016;10;481,7;9,05
10/02/2016;11;508;9,9
10/02/2016;12;577,6;10,7
10/02/2016;13;589,1;11,45
10/02/2016;14;560,4;11,075
10/02/2016;15;497,6;11,325
10/02/2016;16;439,2;10,975
10/02/2016;17;426,7;9,95
10/02/2016;18;414,5;9
10/02/2016;19;289,9;8,525
10/02/2016;20;221,9;8,4
10/02/2016;21;188,2;8,45
10/02/2016;22;164,6;8,6
10/02/2016;23;148,4;8,575
11/02/2016;0;139,9;8,25
11/02/2016;1;164,9;7,275
11/02/2016;2;165,2;5,425
11/02/2016;3;166,8;4,725
11/02/2016;4;170;4,675
11/02/2016;5;186,5;4,2
11/02/2016;6;307,4;3,875
11/02/2016;7;405;3,025
11/02/2016;8;467,4;3,7
11/02/2016;9;508,4;6,075
11/02/2016;10;523,9;7,15
11/02/2016;11;531,8;9,35
11/02/2016;12;558,6;10,425
11/02/2016;13;570,1;11,2
11/02/2016;14;551,1;11,775
11/02/2016;15;473,8;11,8
11/02/2016;16;420,8;11,35
11/02/2016;17;407,9;10,675
11/02/2016;18;398,7;9,75
11/02/2016;19;291;9,1
11/02/2016;20;213,9;8,375
11/02/2016;21;189,1;7,625
11/02/2016;22;162,5;7,425
11/02/2016;23;146,2;7,125
12/02/2016;0;140,6;6,6
12/02/2016;1;156,2;6,525
12/02/2016;2;165,4;6,1
12/02/2016;3;164,2;5,75
12/02/2016;4;166,6;5,075
12/02/2016;5;178,4;4,075
12/02/2016;6;286,8;3,875
12/02/2016;7;363,5;3,275
12/02/2016;8;457,7;3,525
12/02/2016;9;491,6;4,55
12/02/2016;10;526,3;6,2
12/02/2016;11;537,9;6,275
12/02/2016;12;543,2;6,35
12/02/2016;13;588,5;6,375
12/02/2016;14;568,4;6,35
12/02/2016;15;498,1;4,95
12/02/2016;16;455,2;3,575
12/02/2016;17;422,6;3,2
12/02/2016;18;363,2;3,05
12/02/2016;19;267,1;3,25
12/02/2016;20;206,4;3,225
12/02/2016;21;196,4;3,3
12/02/2016;22;173,7;3,1
12/02/2016;23;153,1;2,45
13/02/2016;0;165,5;2,375
13/02/2016;1;170,3;2,225
13/02/2016;2;172,7;1,4
13/02/2016;3;173,7;1,025
13/02/2016;4;163,1;0,425
13/02/2016;5;170,4;0,375
13/02/2016;6;203,8;0,425
13/02/2016;7;250,7;-0,775
13/02/2016;8;260,6;-1,25
13/02/2016;9;259;-0,775
13/02/2016;10;258,7;0,425
13/02/2016;11;257,4;3,625
13/02/2016;12;255,1;6,025
13/02/2016;13;223,5;7,625
13/02/2016;14;182,8;7,675
13/02/2016;15;164,7;8,6
13/02/2016;16;149;8,5
13/02/2016;17;148,2;8,475
13/02/2016;18;163,7;7,475
13/02/2016;19;171,3;6,675
13/02/2016;20;184,1;6,2
13/02/2016;21;186,1;5,3
13/02/2016;22;181,7;5,275
13/02/2016;23;180,2;5,3
14/02/2016;0;177,3;5,675
14/02/2016;1;179,6;5,875
14/02/2016;2;184,1;5,925
14/02/2016;3;184,8;5,775
14/02/2016;4;185,2;5,575
14/02/2016;5;188,7;5,2
14/02/2016;6;190,1;5,175
14/02/2016;7;186,1;4,75
14/02/2016;8;171,8;5,1
14/02/2016;9;173;5,55
14/02/2016;10;170,2;5,925
14/02/2016;11;170,5;6,325
14/02/2016;12;170,1;6,75
14/02/2016;13;169,1;7,025
14/02/2016;14;169,8;7,025
14/02/2016;15;168,5;7,375
14/02/2016;16;170,9;7,475
14/02/2016;17;178,4;7,075
14/02/2016;18;194,4;6,875
14/02/2016;19;195,5;6,55
14/02/2016;20;191,9;6,1
14/02/2016;21;193,1;5,6
14/02/2016;22;195,4;5,25
14/02/2016;23;194,2;4,95
15/02/2016;0;189,7;4,325
15/02/2016;1;188,8;3,4
15/02/2016;2;187;3,75
15/02/2016;3;186,7;3,8
15/02/2016;4;179,1;3,375
15/02/2016;5;199,1;1,925
15/02/2016;6;323,1;0,725
15/02/2016;7;401,2;0,75
15/02/2016;8;470,7;0,25
15/02/2016;9;550;1,3
15/02/2016;10;591,9;2,6
15/02/2016;11;563;5,15
15/02/2016;12;598,9;7,775
15/02/2016;13;586,6;8,925
15/02/2016;14;566,2;8,65
15/02/2016;15;491,7;7,375
15/02/2016;16;431,5;9,25
15/02/2016;17;423,7;9,075
15/02/2016;18;415,8;9,125
15/02/2016;19;295,3;9,225
15/02/2016;20;221;9,425
15/02/2016;21;196,9;9,3
15/02/2016;22;178,3;9,225
15/02/2016;23;152;8,8
16/02/2016;0;141;8,55
16/02/2016;1;155,1;8,65
16/02/2016;2;166,6;8,375
16/02/2016;3;169;8
16/02/2016;4;171,6;7,6
16/02/2016;5;194,6;7,575
16/02/2016;6;295,3;7,475
16/02/2016;7;389,3;7,875
16/02/2016;8;478,4;8,1
16/02/2016;9;575,2;8,15
16/02/2016;10;556,8;8,225
16/02/2016;11;547,4;8,55
16/02/2016;12;572,5;8,15
16/02/2016;13;613,8;7,6
16/02/2016;14;603,9;7,625
16/02/2016;15;514,9;7,775
16/02/2016;16;444,1;8,1
16/02/2016;17;416,8;8,325
16/02/2016;18;400,5;8,375
16/02/2016;19;291;7,975
16/02/2016;20;224,3;8,25
16/02/2016;21;197,3;7,725
16/02/2016;22;172,5;7,525
16/02/2016;23;159,9;7,65
17/02/2016;0;153;7,175
17/02/2016;1;156;6,675
17/02/2016;2;174,1;6,425
17/02/2016;3;172,7;5,9
17/02/2016;4;176,6;5,9
17/02/2016;5;193,8;5,825
17/02/2016;6;280;5,975
17/02/2016;7;370,4;6,575
17/02/2016;8;474,4;6,7
17/02/2016;9;566,3;6,825
17/02/2016;10;612,1;6,625
17/02/2016;11;591,1;6,425
17/02/2016;12;623,6;6,7
17/02/2016;13;647,7;6,675
17/02/2016;14;610;6,6
17/02/2016;15;539;6,975
17/02/2016;16;492,2;6,525
17/02/2016;17;439,7;6,25
17/02/2016;18;402,7;6,325
17/02/2016;19;282,7;6,35
17/02/2016;20;217,1;5,95
17/02/2016;21;195,7;5,475
17/02/2016;22;171,4;5,05
17/02/2016;23;147,4;4,925
18/02/2016;0;140,3;5,05
18/02/2016;1;156;4,95
18/02/2016;2;163,1;4,95
18/02/2016;3;164,9;5,025
18/02/2016;4;167,5;5,1
18/02/2016;5;184,9;5,475
18/02/2016;6;286,6;5,7
18/02/2016;7;387,6;5,8
18/02/2016;8;490,3;5,775
18/02/2016;9;556;5,6
18/02/2016;10;573,4;6,075
18/02/2016;11;562,5;7,75
18/02/2016;12;578,5;8,45
18/02/2016;13;592,3;9,55
18/02/2016;14;573,5;9,025
18/02/2016;15;523,6;9,175
18/02/2016;16;457,3;9,225
18/02/2016;17;416,8;9
18/02/2016;18;397,7;8,575
18/02/2016;19;287,4;8,375
18/02/2016;20;221,9;7,975
18/02/2016;21;203,1;7,375
